Overall,Year,Player,Team,Round,Pick,Position,Country,Height,Height (Inches),Weight,Amateur League,Amateur Team
33,2022,Owen Beck,Montréal Canadiens,2,1,C,CAN,"5' 11""",71,187,OHL,Mississauga
34,2022,Cameron Lund,San Jose Sharks,2,2,C,USA,"6' 2""",74,192,USHL,Green Bay
35,2022,Jagger Firkus,Seattle Kraken,2,3,RW,CAN,"5' 10""",70,151,WHL,Moose Jaw
36,2022,Artem Duda,Arizona Coyotes,2,4,D,RUS,"6' 1""",73,187,RUSSIA-JR.,CSKA 2
37,2022,Ryan Chesley,Washington Capitals,2,5,D,USA,"6' 0""",72,201,NTDP,USA U-18
38,2022,Fraser Minten,Toronto Maple Leafs,2,6,C,CAN,"6' 1""",73,185,WHL,Kamloops
39,2022,Paul Ludwinski,Chicago Blackhawks,2,7,C,CAN,"5' 11""",71,184,OHL,Kingston
40,2022,Dylan James,Detroit Red Wings,2,8,LW,CAN,"6' 0""",72,177,USHL,Sioux City
41,2022,Topias Leinonen,Buffalo Sabres,2,9,G,FIN,"6' 5""",77,233,FINLAND-JR.,JYP Jr.
42,2022,Noah Warren,Anaheim Ducks,2,10,D,CAN,"6' 5""",77,224,QMJHL,Gatineau
43,2022,Julian Lutz,Arizona Coyotes,2,11,LW,DEU,"6' 2""",74,187,GERMANY,Munchen
44,2022,Luca Del Bel Belluz,Columbus Blue Jackets,2,12,C,CAN,"6' 0""",72,179,OHL,Mississauga
45,2022,Mattias Havelid,San Jose Sharks,2,13,D,SWE,"5' 9""",69,165,SWEDEN-JR.,Linkoping Jr.
46,2022,Seamus Casey,New Jersey Devils,2,14,D,USA,"5' 10""",70,173,NTDP,USA U-18
47,2022,Hunter Haight,Minnesota Wild,2,15,C,CAN,"5' 10""",70,174,OHL,Barrie
48,2022,Matyas Sapovaliv,Vegas Golden Knights,2,16,C,CZE,"6' 3""",75,183,OHL,Saginaw
49,2022,Jani Nyman,Seattle Kraken,2,17,RW,FIN,"6' 4""",76,217,FINLAND,Ilves
50,2022,Christian Kyrou,Dallas Stars,2,18,D,CAN,"5' 10""",70,172,OHL,Erie
51,2022,Jack Hughes,Los Angeles Kings,2,19,C,USA,"6' 0""",72,169,H-EAST,Northeastern U.
52,2022,Dmitri Buchelnikov,Detroit Red Wings,2,20,LW,RUS,"5' 10""",70,163,RUSSIA-JR.,SKA St. Petersburg 2
53,2022,Tristan Luneau,Anaheim Ducks,2,21,D,CAN,"6' 2""",74,189,QMJHL,Gatineau
54,2022,Matthew Poitras,Boston Bruins,2,22,C,CAN,"5' 11""",71,177,OHL,Guelph
55,2022,Elias Salomonsson,Winnipeg Jets,2,23,D,SWE,"6' 1""",73,183,SWEDEN-JR.,Skelleftea Jr.
56,2022,Rieger Lorenz,Minnesota Wild,2,24,LW,CAN,"6' 2""",74,194,AJHL,Okotoks
57,2022,Ryan Greene,Chicago Blackhawks,2,25,C,CAN,"6' 1""",73,179,USHL,Green Bay
58,2022,Niklas Kokko,Seattle Kraken,2,26,G,FIN,"6' 3""",75,184,FINLAND-JR.,Karpat Jr.
59,2022,Topi Ronni,Calgary Flames,2,27,C,FIN,"6' 2""",74,181,FINLAND-JR.,Tappara Jr.
60,2022,Gleb Trikozov,Carolina Hurricanes,2,28,LW,RUS,"6' 1""",73,185,RUSSIA-JR.,Omsk 2
61,2022,David Goyette,Seattle Kraken,2,29,C,CAN,"5' 10""",70,175,OHL,Sudbury
62,2022,Lane Hutson,Montréal Canadiens,2,30,D,USA,"5' 8""",68,158,NTDP,USA U-18
63,2022,Adam Sykora,New York Rangers,2,31,LW,SVK,"5' 10""",70,172,SLOVAKIA,Nitra
64,2022,Filip Nordberg,Ottawa Senators,2,32,D,SWE,"6' 4""",76,207,SWEDEN-JR.,Sodertalje Jr.
65,2022,Calle Odelius,New York Islanders,2,33,D,SWE,"6' 0""",72,188,SWEDEN-JR.,Djurgarden Jr.
66,2022,Gavin Hayes,Chicago Blackhawks,3,1,LW,USA,"6' 2""",74,177,OHL,Flint
67,2022,Miko Matikka,Arizona Coyotes,3,2,RW,FIN,"6' 3""",75,187,FINLAND-JR.,Jokerit Jr.
68,2022,Ty Nelson,Seattle Kraken,3,3,D,CAN,"5' 10""",70,199,OHL,North Bay
69,2022,Devin Kaplan,Philadelphia Flyers,3,4,RW,USA,"6' 3""",75,205,NTDP,USA U-18
70,2022,Alexander Suzdalev,Washington Capitals,3,5,LW,RUS,"6' 2""",74,177,SWEDEN-JR.,HV 71 Jr.
71,2022,Alexander Perevalov,Carolina Hurricanes,3,6,LW,RUS,"6' 0""",72,191,RUSSIA-JR.,Yaroslavl 2
72,2022,Oskar Pettersson,Ottawa Senators,3,7,RW,SWE,"6' 2""",74,198,SWEDEN-JR.,Rogle Jr.
73,2022,Aleksanteri Kaskimaki,St. Louis Blues,3,8,C,FIN,"6' 0""",72,196,FINLAND-JR.,HIFK Jr.
74,2022,Viktor Neuchev,Buffalo Sabres,3,9,LW,RUS,"6' 2""",74,165,RUSSIA-JR.,Yekaterinburg 2
75,2022,Vinzenz Rohrer,Montréal Canadiens,3,10,C,AUT,"5' 10""",70,167,OHL,Ottawa
76,2022,Michael Fisher,San Jose Sharks,3,11,D,USA,"6' 2""",74,198,HIGH-MA,St. Mark's School
77,2022,Danil Zhilkin,Winnipeg Jets,3,12,C,RUS,"6' 1""",73,196,OHL,Guelph
78,2022,Quinn Finley,New York Islanders,3,13,LW,USA,"6' 0""",72,166,USHL,Madison
79,2022,Jordan Gustafson,Vegas Golden Knights,3,14,C,CAN,"5' 10""",70,178,WHL,Seattle
80,2022,Elias Pettersson,Vancouver Canucks,3,15,D,SWE,"6' 2""",74,185,SWEDEN-JR.,Orebro Jr.
81,2022,Samuel Savoie,Chicago Blackhawks,3,16,LW,CAN,"5' 10""",70,189,QMJHL,Gatineau
82,2022,Adam Ingram,Nashville Predators,3,17,C,CAN,"6' 2""",74,161,USHL,Youngstown
83,2022,George Fegaras,Dallas Stars,3,18,D,CAN,"6' 1""",73,188,OJHL,North York
84,2022,Kasper Kulonummi,Nashville Predators,3,19,D,FIN,"6' 0""",72,178,FINLAND-JR.,Jokerit Jr.
85,2022,Ludwig Persson,Washington Capitals,3,20,LW,SWE,"6' 0""",72,178,SWEDEN-JR.,Frolunda Jr.
86,2022,Lucas Edmonds,Tampa Bay Lightning,3,21,RW,CAN,"5' 10""",70,181,OHL,Kingston
87,2022,Tomas Hamara,Ottawa Senators,3,22,D,CZE,"6' 0""",72,185,FINLAND-JR.,Tappara Jr.
88,2022,Michael Buchinger,St. Louis Blues,3,23,D,CAN,"6' 0""",72,181,OHL,Guelph
89,2022,Michael Milne,Minnesota Wild,3,24,LW,CAN,"5' 10""",70,185,WHL,Winnipeg
90,2022,Aidan Thompson,Chicago Blackhawks,3,25,C,USA,"5' 10""",70,180,USHL,Lincoln
91,2022,Ben MacDonald,Seattle Kraken,3,26,C,USA,"6' 0""",72,180,HIGH-MA,Noble & Greenough
92,2022,Adam Engstrom,Montréal Canadiens,3,27,D,SWE,"6' 2""",74,185,SWEDEN-JR.,Djurgarden Jr.
93,2022,Marek Alscher,Florida Panthers,3,28,D,CZE,"6' 3""",75,196,WHL,Portland
94,2022,Jeremy Langlois,Arizona Coyotes,3,29,D,CAN,"6' 0""",72,182,QMJHL,Cape Breton
95,2022,Nicholas Moldenhauer,Toronto Maple Leafs,3,30,RW,CAN,"5' 10""",70,170,USHL,Chicago
96,2022,Jordan Dumais,Columbus Blue Jackets,3,31,RW,CAN,"5' 8""",68,165,QMJHL,Halifax
97,2022,Bryce McConnell-Barker,New York Rangers,3,32,C,CAN,"6' 1""",73,193,OHL,Sault Ste. Marie
98,2022,Isaiah George,New York Islanders,4,1,D,CAN,"6' 0""",72,196,OHL,London
99,2022,Garrett Brown,Winnipeg Jets,4,2,D,USA,"6' 2""",74,178,USHL,Sioux City
100,2022,Tyson Jugnauth,Seattle Kraken,4,3,D,CAN,"5' 11""",71,155,BCHL,West Kelowna
101,2022,Simon Forsmark,Carolina Hurricanes,4,4,D,SWE,"6' 2""",74,191,SWEDEN,Orebro
102,2022,Tyler Brennan,New Jersey Devils,4,5,G,CAN,"6' 4""",76,185,WHL,Prince George
103,2022,Kenny Connors,Los Angeles Kings,4,6,C,USA,"6' 0""",72,199,USHL,Dubuque
104,2022,Stephen Halliday,Ottawa Senators,4,7,C,CAN,"6' 3""",75,213,USHL,Dubuque
105,2022,Anton Johansson,Detroit Red Wings,4,8,D,SWE,"6' 4""",76,172,SWEDEN-JR.,Leksand Jr.
106,2022,Mats Lindgren,Buffalo Sabres,4,9,D,CAN,"5' 11""",71,173,WHL,Kamloops
107,2022,Ben King,Anaheim Ducks,4,10,C,CAN,"6' 2""",74,205,WHL,Red Deer
108,2022,Mason Beaupit,San Jose Sharks,4,11,G,CAN,"6' 5""",77,188,WHL,Spokane
109,2022,Kirill Dolzhenkov,Columbus Blue Jackets,4,12,RW,RUS,"6' 6""",78,234,RUSSIA-JR.,CSKA 2
110,2022,Daniil Orlov,New Jersey Devils,4,13,D,RUS,"6' 2""",74,180,RUSSIA-JR.,Yuzhno-Sakhalinsk 2
111,2022,Noah Laba,New York Rangers,4,14,C,USA,"6' 2""",74,191,USHL,Lincoln
112,2022,Daimon Gardner,Vancouver Canucks,4,15,C,CAN,"6' 4""",76,200,HIGH-MN,Warroad
113,2022,Amadeus Lombardi,Detroit Red Wings,4,16,C,CAN,"5' 10""",70,165,OHL,Flint
114,2022,Cole O'Hara,Nashville Predators,4,17,RW,CAN,"5' 11""",71,192,USHL,Tri-City
115,2022,Gavin White,Dallas Stars,4,18,D,CAN,"6' 0""",72,185,OHL,Hamilton
116,2022,Angus Booth,Los Angeles Kings,4,19,D,CAN,"6' 0""",72,177,QMJHL,Shawinigan
117,2022,Cole Spicer,Boston Bruins,4,20,C,USA,"5' 10""",70,175,NTDP,USA U-18
118,2022,Sergey Murashov,Pittsburgh Penguins,4,21,G,RUS,"6' 0""",72,167,RUSSIA-JR.,LOKO-76 Yaroslavl
119,2022,Dans Locmelis,Boston Bruins,4,22,C,LVA,"6' 0""",72,170,SWEDEN-JR.,Lulea Jr.
120,2022,Arseni Koromyslov,St. Louis Blues,4,23,D,RUS,"6' 3""",75,180,RUSSIA-JR.,SKA St. Petersburg 2
121,2022,Ryan Healey,Minnesota Wild,4,24,D,USA,"6' 0""",72,172,USHL,Sioux Falls
122,2022,Dennis Hildeby,Toronto Maple Leafs,4,25,G,SWE,"6' 5""",77,209,SWEDEN-JR.,Farjestad Jr.
123,2022,Tucker Robertson,Seattle Kraken,4,26,C,CAN,"5' 10""",70,190,OHL,Peterborough
124,2022,Cruz Lucius,Carolina Hurricanes,4,27,RW,USA,"6' 1""",73,184,NTDP,USA U-18
125,2022,Ludvig Jansson,Florida Panthers,4,28,D,SWE,"6' 0""",72,176,SWEDEN-2,Sodertalje
126,2022,Charles Leddy,New Jersey Devils,4,29,D,USA,"6' 0""",72,186,NTDP,USA U-18
127,2022,Cedrick Guindon,Montréal Canadiens,4,30,LW,CAN,"5' 10""",70,170,OHL,Owen Sound
128,2022,Cameron Whitehead,Vegas Golden Knights,4,31,G,CAN,"6' 3""",75,172,USHL,Lincoln
129,2022,Maximilian Kilpinen,Detroit Red Wings,4,32,LW,SWE,"6' 0""",72,165,SWEDEN-JR.,Orebro Jr.
130,2022,Jared Davidson,Montréal Canadiens,5,1,C,CAN,"5' 11""",71,179,WHL,Seattle
131,2022,Matthew Morden,Arizona Coyotes,5,2,D,CAN,"6' 4""",76,203,HIGH-ON,St. Andrews College
132,2022,Frederic Brunet,Boston Bruins,5,3,D,CAN,"6' 2""",74,176,QMJHL,Rimouski
133,2022,Alex Bump,Philadelphia Flyers,5,4,LW,USA,"6' 0""",72,195,HIGH-MN,Prior Lake
134,2022,Vsevolod Komarov,Buffalo Sabres,5,5,D,RUS,"6' 2""",74,182,QMJHL,Quebec
135,2022,Nikita Grebenkin,Toronto Maple Leafs,5,6,RW,RUS,"6' 2""",74,183,RUSSIA-JR.,Magnitogorsk 2
136,2022,Jorian Donovan,Ottawa Senators,5,7,D,CAN,"6' 1""",73,182,OHL,Hamilton
137,2022,Tnias Mathurin,Detroit Red Wings,5,8,D,CAN,"6' 2""",74,200,OHL,North Bay
138,2022,Sergei Ivanov,Columbus Blue Jackets,5,9,G,RUS,"5' 11""",71,165,RUSSIA-JR.,SKA St. Petersburg 2
139,2022,Connor Hvidston,Anaheim Ducks,5,10,LW,CAN,"6' 2""",74,164,WHL,Swift Current
140,2022,Jake Furlong,San Jose Sharks,5,11,D,CAN,"6' 0""",72,189,QMJHL,Halifax
141,2022,Petr Hauser,New Jersey Devils,5,12,RW,CZE,"6' 3""",75,200,CZREP-JR.,Sparta Jr.
142,2022,Matthew Maggio,New York Islanders,5,13,RW,CAN,"5' 10""",70,186,OHL,Windsor
143,2022,Cameron O'Neill,Ottawa Senators,5,14,RW,USA,"6' 0""",72,182,HIGH-RI,Mount St. Charles
144,2022,Ty Young,Vancouver Canucks,5,15,G,CAN,"6' 2""",74,181,WHL,Prince George
145,2022,Patrick Guay,Vegas Golden Knights,5,16,C,CAN,"5' 9""",69,169,QMJHL,Charlottetown
146,2022,Graham Sward,Nashville Predators,5,17,D,CAN,"6' 2""",74,180,WHL,Spokane
147,2022,Maxim Mayorov,Dallas Stars,5,18,G,RUS,"6' 6""",78,196,RUSSIA-JR.,Togliatti 2
148,2022,Otto Salin,Los Angeles Kings,5,19,D,FIN,"5' 11""",71,205,FINLAND-JR.,HIFK Jr.
149,2022,Jake Karabela,Washington Capitals,5,20,C,CAN,"5' 10""",70,172,OHL,Guelph
150,2022,Zam Plante,Pittsburgh Penguins,5,21,C,DEU,"5' 10""",70,165,HIGH-MN,Hermantown
151,2022,Kevin Reidler,Ottawa Senators,5,22,G,SWE,"6' 5""",77,176,SWEDEN-JR.,AIK Jr.
152,2022,Marc-Andre Gaudet,St. Louis Blues,5,23,D,CAN,"6' 3""",75,180,QMJHL,Acadie-Bathurst
153,2022,David Spacek,Minnesota Wild,5,24,D,USA,"6' 0""",72,174,QMJHL,Sherbrooke
154,2022,Michael Callow,Anaheim Ducks,5,25,RW,USA,"6' 4""",76,181,HIGH-MA,St. Sebastian's School
155,2022,Parker Bell,Calgary Flames,5,26,LW,CAN,"6' 4""",76,192,WHL,Tri-City
156,2022,Vladimir Grudinin,Carolina Hurricanes,5,27,D,RUS,"5' 10""",70,158,RUSSIA-JR.,CSKA 2
157,2022,Sandis Vilmanis,Florida Panthers,5,28,LW,LVA,"6' 1""",73,192,SWEDEN-JR.,Lulea Jr.
158,2022,Samuel Jonsson,Edmonton Oilers,5,29,G,SWE,"6' 3""",75,190,SWEDEN-JR.,Brynas Jr.
159,2022,Victor Mancini,New York Rangers,5,30,D,USA,"6' 3""",75,215,NCHC,Nebraska-Omaha
160,2022,Nick Malik,Tampa Bay Lightning,5,31,G,USA,"6' 1""",73,177,FINLAND,Kookoo
161,2022,Maxim Barbashev,New York Rangers,5,32,LW,RUS,"6' 1""",73,183,QMJHL,Moncton
162,2022,Emmett Croteau,Montréal Canadiens,6,1,G,CAN,"6' 3""",75,195,USHL,Waterloo
163,2022,Maksymilian Szuber,Arizona Coyotes,6,2,D,POL,"6' 3""",75,190,GERMANY,Munchen
164,2022,Barrett Hall,Seattle Kraken,6,3,C,USA,"6' 0""",72,167,HIGH-MN,Gentry Academy
165,2022,Hunter McDonald,Philadelphia Flyers,6,4,D,USA,"6' 4""",76,205,USHL,Chicago
166,2022,Josh Filmon,New Jersey Devils,6,5,LW,CAN,"6' 2""",74,157,WHL,Swift Current
167,2022,Nolan Collins,Pittsburgh Penguins,6,6,D,CAN,"6' 3""",75,194,OHL,Sudbury
168,2022,Theo Wallberg,Ottawa Senators,6,7,D,SWE,"6' 3""",75,187,SWEDEN-JR.,Skelleftea Jr.
169,2022,Jared Wright,Los Angeles Kings,6,8,RW,USA,"6' 1""",73,178,USHL,Omaha
170,2022,Jake Richard,Buffalo Sabres,6,9,RW,USA,"6' 1""",73,171,USHL,Muskegon
171,2022,Jakub Vondras,Carolina Hurricanes,6,10,G,CZE,"6' 3""",75,180,CZREP-JR.,Plzen Jr.
172,2022,Joey Muldowney,San Jose Sharks,6,11,RW,USA,"5' 11""",71,155,HIGH-NY,Nichols School
173,2022,Dominic James,Chicago Blackhawks,6,12,C,USA,"5' 9""",69,148,NCHC,Minnesota-Duluth
174,2022,Daylan Kuefler,New York Islanders,6,13,LW,CAN,"6' 2""",74,185,WHL,Kamloops
175,2022,Fabian Wagner,Winnipeg Jets,6,14,C,SWE,"5' 11""",71,180,SWEDEN-JR.,Linkoping Jr.
176,2022,Jackson Dorrington,Vancouver Canucks,6,15,D,USA,"6' 2""",74,192,USHL,Des Moines
177,2022,Ben Hemmerling,Vegas Golden Knights,6,16,RW,CAN,"5' 10""",70,159,WHL,Everett
178,2022,Vyacheslav Buteyets,Anaheim Ducks,6,17,G,RUS,"6' 4""",76,185,RUSSIA-2,Chelmet
179,2022,Matthew Seminoff,Dallas Stars,6,18,RW,USA,"5' 11""",71,180,WHL,Kamloops
180,2022,Jack Sparkes,Los Angeles Kings,6,19,D,CAN,"6' 8""",80,233,OJHL,St. Michael's
181,2022,Ryan Hofer,Washington Capitals,6,20,RW,CAN,"6' 3""",75,181,WHL,Everett
182,2022,Luke Devlin,Pittsburgh Penguins,6,21,C,USA,"6' 2""",74,185,HIGH-ON,St. Andrews College
183,2022,Reid Dyck,Boston Bruins,6,22,G,CAN,"6' 3""",75,190,WHL,Swift Current
184,2022,Landon Sim,St. Louis Blues,6,23,RW,CAN,"5' 10""",70,166,OHL,London
185,2022,Servac Petrovsky,Minnesota Wild,6,24,C,SVK,"5' 10""",70,181,OHL,Owen Sound
186,2022,Josh Davies,Florida Panthers,6,25,LW,CAN,"5' 9""",69,197,WHL,Swift Current
187,2022,Gustav Karlsson,Buffalo Sabres,6,26,C,SWE,"6' 1""",73,165,SWEDEN-JR.,Orebro Jr.
188,2022,Nils Juntorp,Chicago Blackhawks,6,27,RW,SWE,"6' 0""",72,170,SWEDEN-JR.,HV 71 Jr.
189,2022,Tyler Muszelik,Florida Panthers,6,28,G,USA,"6' 2""",74,195,NTDP,USA U-18
190,2022,Nikita Yevseyev,Edmonton Oilers,6,29,D,RUS,"6' 1""",73,187,RUSSIA-2,Bars Kazan
191,2022,Zakary Karpa,New York Rangers,6,30,C,USA,"6' 2""",74,185,ECAC,Harvard U.
192,2022,Connor Kurth,Tampa Bay Lightning,6,31,RW,USA,"5' 11""",71,207,USHL,Dubuque
193,2022,Chris Romaine,Colorado Avalanche,6,32,D,USA,"6' 0""",72,190,HIGH-MA,Milton Academy
194,2022,Petteri Nurmi,Montréal Canadiens,7,1,D,FIN,"6' 0""",72,167,FINLAND,HPK
195,2022,Eli Barnett,San Jose Sharks,7,2,D,CAN,"6' 6""",78,219,BCHL,Victoria
196,2022,Kyle Jackson,Seattle Kraken,7,3,C,CAN,"6' 2""",74,191,OHL,North Bay
197,2022,Santeri Sulku,Philadelphia Flyers,7,4,LW,FIN,"6' 2""",74,185,FINLAND-JR.,Jokerit Jr.
198,2022,Artem Barabosha,New Jersey Devils,7,5,D,RUS,"6' 2""",74,189,RUSSIA-JR.,CSKA 2
199,2022,Riku Tohila,Chicago Blackhawks,7,6,C,FIN,"6' 5""",77,167,FINLAND-JR.,JYP Jr.
200,2022,Jackson Edward,Boston Bruins,7,7,D,CAN,"6' 2""",74,194,OHL,London
201,2022,Owen Mehlenbacher,Detroit Red Wings,7,8,C,CAN,"6' 2""",74,189,USHL,Muskegon
202,2022,Joel Ratkovic Berndtsson,Buffalo Sabres,7,9,RW,SWE,"6' 0""",72,178,SWEDEN-JR.,Frolunda Jr.
203,2022,James Fisher,Columbus Blue Jackets,7,10,RW,USA,"6' 2""",74,170,HIGH-MA,Belmont Hill H.S.
204,2022,Adam Zlnka,Arizona Coyotes,7,11,RW,SVK,"6' 0""",72,173,USHL,Sioux Falls
205,2022,Alexander Pelevin,Carolina Hurricanes,7,12,D,RUS,"6' 1""",73,183,RUSSIA-JR.,Nizhny Novgorod 2
206,2022,Tyson Dyck,Ottawa Senators,7,13,C,CAN,"5' 11""",71,166,BCHL,Cranbrook
207,2022,Domenic DiVincentiis,Winnipeg Jets,7,14,G,CAN,"6' 2""",74,184,OHL,North Bay
208,2022,Kirill Kudryavtsev,Vancouver Canucks,7,15,D,RUS,"6' 0""",72,200,OHL,Sault Ste. Marie
209,2022,Abram Wiebe,Vegas Golden Knights,7,16,D,CAN,"6' 2""",74,187,BCHL,Chilliwack
210,2022,Ben Strinden,Nashville Predators,7,17,C,USA,"6' 0""",72,193,USHL,Muskegon
211,2022,Linus Sjodin,Buffalo Sabres,7,18,C,SWE,"6' 0""",72,167,SWEDEN,Rogle
212,2022,Brennan Ali,Detroit Red Wings,7,19,C,USA,"6' 0""",72,196,HIGH-CT,Avon Old Farms H.S.
213,2022,David Gucciardi,Washington Capitals,7,20,D,CAN,"6' 1""",73,185,BIG10,Michigan State U.
214,2022,Liam Arnsby,Florida Panthers,7,21,C,CAN,"5' 10""",70,170,OHL,North Bay
215,2022,Kaleb Lawrence,Los Angeles Kings,7,22,RW,CAN,"6' 6""",78,225,OHL,Owen Sound
216,2022,Miguel Tourigny,Montréal Canadiens,7,23,D,CAN,"5' 8""",68,168,QMJHL,Acadie-Bathurst
217,2022,Reese Laubach,San Jose Sharks,7,24,C,USA,"5' 11""",71,167,HIGH-MN,Northstar Christian U18
218,2022,Brandon Lisowsky,Toronto Maple Leafs,7,25,LW,CAN,"5' 8""",68,171,WHL,Saskatoon
219,2022,Cade Littler,Calgary Flames,7,26,C,USA,"6' 3""",75,197,BCHL,Wenatchee
220,2022,Alexis Gendron,Philadelphia Flyers,7,27,RW,CHE,"5' 9""",69,175,QMJHL,Blainville-Boisbriand
221,2022,Jack Devine,Florida Panthers,7,28,RW,USA,"5' 11""",71,177,NCHC,Denver
222,2022,Joel Maatta,Edmonton Oilers,7,29,C,FIN,"6' 1""",73,200,H-EAST,Vermont
223,2022,Dyllan Gill,Tampa Bay Lightning,7,30,D,CAN,"6' 2""",74,179,QMJHL,Rouyn-Noranda
224,2022,Klavs Veinbergs,Tampa Bay Lightning,7,31,LW,LVA,"6' 3""",75,198,RUSSIA-JR.,Riga 2
225,2022,Ivan Zhyhalau,Colorado Avalanche,7,32,G,BLR,"6' 3""",75,167,QMJHL,Sherbrooke
