"rt-td","rt-td 2","rt-td href","team-display-link href","team-logo src","team-name","rt-td 3","rt-td 4","rt-td 5","rt-td 6","rt-td 7","rt-td 8","rt-td 9","rt-td 10","rt-td 11"
"96","Roman Schmidt","https://www.nhl.com/player/roman-schmidt-8482693","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","3","32","D","USA","6' 4""","210","NTDP","USA U-18",""
"97","Olivier Nadeau","https://www.nhl.com/player/olivier-nadeau-8482746","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","4","1","RW","CAN","6' 2""","204","QMJHL","Shawinigan",""
"98","Josh Lopina","https://www.nhl.com/player/josh-lopina-8482925","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","4","2","C","USA","6' 2""","195","H-EAST","U. Mass.",""
"99","Ville Ottavainen","https://www.nhl.com/player/ville-ottavainen-8482866","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","4","3","D","FIN","6' 5""","210","FINLAND","JYP",""
"100","Jakub Malek","https://www.nhl.com/player/jakub-malek-8482867","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","4","4","G","CZE","6' 4""","170","CZREP-2","Vsetin",""
"101","Guillaume Richard","https://www.nhl.com/player/guillaume-richard-8482692","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","4","5","D","CAN","6' 2""","170","USHL","Tri-City",""
"102","Jakub Brabenec","https://www.nhl.com/player/jakub-brabenec-8482724","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","4","6","DET-VGK","C","CZE","6' 1""","CZREP","Brno","174"
"103","Gannon Laroque","https://www.nhl.com/player/gannon-laroque-8482927","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","4","7","D","CAN","6' 2""","200","WHL","Victoria",""
"104","Brody Lamb","https://www.nhl.com/player/brody-lamb-8482928","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","4","8","LAK-NYR","RW","USA","6' 1""","HIGH-MN","Dodge County","165"
"105","Ethan Del Mastro","https://www.nhl.com/player/ethan-del-mastro-8482807","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","4","9","VAN-CHI","D","CAN","6' 4""","OHL","Mississauga","210"
"106","Kalle Vaisanen","https://www.nhl.com/player/kalle-vaisanen-8482868","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","4","10","OTT-NYR","LW","FIN","6' 4""","FINLAND-JR.","TPS Jr.","178"
"107","Emil Martinsen Lilleberg","https://www.nhl.com/player/emil-martinsen-lilleberg-8482929","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","4","11","D","NOR","6' 2""","192","NORWAY","Sarpsborg",""
"108","Victor Stjernborg","https://www.nhl.com/player/victor-stjernborg-8482905","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","4","12","C","SWE","5' 10""","202","SWEDEN","Vaxjo",""
"109","Jackson Blake","https://www.nhl.com/player/jackson-blake-8482809","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","4","13","CGY-LAK-CAR","RW","USA","5' 10""","HIGH-MN","Eden Prarie","158"
"110","Brian Zanetti","https://www.nhl.com/player/brian-zanetti-8482930","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","4","14","D","CHE","6' 2""","181","SWISS-JR.","Lugano Jr.",""
"111","Conner Roulette","https://www.nhl.com/player/conner-roulette-8482709","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","4","15","LW","CAN","5' 11""","180","WHL","Seattle",""
"112","Talyn Boyko","https://www.nhl.com/player/talyn-boyko-8482869","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","4","16","G","CAN","6' 7""","196","WHL","Tri-City",""
"113","William Trudeau","https://www.nhl.com/player/william-trudeau-8482806","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","4","17","STL-MTL","D","CAN","6' 0""","QMJHL","Charlottetown","189"
"114","Redmond Savage","https://www.nhl.com/player/redmond-savage-8482662","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","4","18","WPG-VGK-DET","C","USA","5' 11""","NTDP","USA U-18","180"
"115","Ryan Ufko","https://www.nhl.com/player/ryan-ufko-8482715","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","4","19","D","USA","5' 9""","181","USHL","Chicago",""
"116","Jake Chiasson","https://www.nhl.com/player/jake-chiasson-8482706","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg","Edmonton Oilers","4","20","C","CAN","6' 1""","165","WHL","Brandon",""
"117","Philip Svedeback","https://www.nhl.com/player/philip-svedeback-8482870","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg","Boston Bruins","4","21","G","SWE","6' 3""","191","SWEDEN-JR.","Vaxjo Jr.",""
"118","Kyle Masters","https://www.nhl.com/player/kyle-masters-8482707","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","4","22","D","CAN","6' 1""","175","WHL","Red Deer",""
"119","Joaquim Lemay","https://www.nhl.com/player/joaquim-lemay-8482931","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","4","23","D","CAN","6' 1""","178","BCHL","Salmon Arm",""
"120","Vladislav Lukashevich","https://www.nhl.com/player/vladislav-lukashevich-8482770","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","4","24","D","RUS","6' 2""","167","RUSSIA-JR.","Yaroslavl 2",""
"121","Ethan Cardwell","https://www.nhl.com/player/ethan-cardwell-8482206","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","4","25","TOR-SJS","RW","CAN","5' 11""","OHL","Barrie","193"
"122","Rasmus Korhonen","https://www.nhl.com/player/rasmus-korhonen-8482871","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","4","26","PIT-ARI","G","FIN","6' 5""","FINLAND-JR.","Assat Jr.","194"
"123","Carson Latimer","https://www.nhl.com/player/carson-latimer-8482872","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","4","27","CAR-OTT","RW","CAN","6' 1""","WHL","Edmonton","181"
"124","Jack Matier","https://www.nhl.com/player/jack-matier-8482808","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","4","28","COL-OTT-NSH","D","CAN","6' 4""","OHL","Ottawa","200"
"125","Cameron Berg","https://www.nhl.com/player/cameron-berg-8482932","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","4","29","C","USA","5' 11""","192","USHL","Muskegon",""
"126","Dylan Duke","https://www.nhl.com/player/dylan-duke-8482663","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","4","30","VGK-MTL-TBL","LW","USA","5' 10""","NTDP","USA U-18","175"
"127","Josh Pillar","https://www.nhl.com/player/josh-pillar-8482186","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","4","31","MTL-MIN","RW","CAN","5' 11""","WHL","Kamloops","178"
"128","Jakub Demek","https://www.nhl.com/player/jakub-demek-8482933","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","4","32","TBL-DET-VGK","C","SVK","6' 4""","SLOVAKIA-2","Slovakia U18 (SVK-2)","196"
"129","Topias Vilen","https://www.nhl.com/player/topias-vilen-8482873","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","5","1","BUF-NJD","D","FIN","6' 1""","FINLAND","Pelicans","194"
"130","Sean Tschigerl","https://www.nhl.com/player/sean-tschigerl-8482701","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","5","2","LW","CAN","6' 0""","189","WHL","Calgary",""
"131","Jacob Melanson","https://www.nhl.com/player/jacob-melanson-8482874","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","5","3","RW","CAN","5' 11""","190","QMJHL","Acadie-Bathurst",""
"132","Nikolai Makarov","https://www.nhl.com/player/nikolai-makarov-8482913","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","5","4","NJD-CBJ","D","RUS","6' 1""","RUSSIA-JR.","CSKA 2","190"
"133","James Malatesta","https://www.nhl.com/player/james-malatesta-8482744","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","5","5","LW","CAN","5' 9""","179","QMJHL","Quebec",""
"134","Liam Dower Nilsson","https://www.nhl.com/player/liam-dower-nilsson-8482764","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","5","6","C","SWE","5' 11""","172","SWEDEN-JR.","Frolunda Jr.",""
"135","Artem Guryev","https://www.nhl.com/player/artem-guryev-8482934","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","5","7","D","RUS","6' 4""","225","OJHL","Lindsay",""
"136","Robert Orr","https://www.nhl.com/player/robert-orr-8482755","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","5","8","LAK-OTT-CAR","RW","CAN","5' 11""","QMJHL","Halifax","176"
"137","Aku Koskenvuo","https://www.nhl.com/player/aku-koskenvuo-8482875","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","5","9","G","FIN","6' 3""","173","FINLAND-JR.","HIFK Jr.",""
"138","Jack Bar","https://www.nhl.com/player/jack-bar-8482670","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","5","10","OTT-MTL-DET-DAL","D","CAN","6' 2""","USHL","Chicago","193"
"139","Manix Landry","https://www.nhl.com/player/manix-landry-8482689","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","5","11","C","USA","5' 11""","178","QMJHL","Gatineau",""
"140","Jonathan Myrenberg","https://www.nhl.com/player/jonathan-myrenberg-8482906","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","5","12","CHI-VAN","D","SWE","6' 1""","SWEDEN-JR.","Linkoping Jr.","185"
"141","Cole Jordan","https://www.nhl.com/player/cole-jordan-8482876","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","5","13","D","CAN","6' 2""","200","WHL","Moose Jaw",""
"142","Daniil Sobolev","https://www.nhl.com/player/daniil-sobolev-8482717","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","5","14","PHI-MTL","D","RUS","6' 0""","RUSSIA-JR.","Spartak 2","210"
"143","Jacob Holmes","https://www.nhl.com/player/jacob-holmes-8482732","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","5","15","D","CAN","6' 1""","205","OHL","Sault Ste. Marie",""
"144","Jaroslav Chmelar","https://www.nhl.com/player/jaroslav-chmelar-8482877","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","5","16","RW","CZE","6' 4""","198","FIN-JR. U18","Jokerit U18",""
"145","Tyson Galloway","https://www.nhl.com/player/tyson-galloway-8482878","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","5","17","D","CAN","6' 3""","220","WHL","Calgary",""
"146","Dmitri Rashevsky","https://www.nhl.com/player/dmitri-rashevsky-8482935","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","5","18","RW","RUS","6' 1""","165","RUSSIA-2","Krasnogorsk",""
"147","Justin Robidas","https://www.nhl.com/player/justin-robidas-8482785","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","5","19","NSH-CAR","C","USA","5' 8""","QMJHL","Val d'Or","173"
"148","Gage Alexander","https://www.nhl.com/player/gage-alexander-8482936","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","5","20","EDM-OTT-ANA","G","CAN","6' 6""","WHL","Winnipeg","205"
"149","Oskar Jellvik","https://www.nhl.com/player/oskar-jellvik-8482907","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg","Boston Bruins","5","21","LW","SWE","5' 11""","175","SWEDEN-JR.","Djurgarden Jr.",""
"150","Joshua Roy","https://www.nhl.com/player/joshua-roy-8482749","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","5","22","MIN-MTL","RW","CAN","6' 0""","QMJHL","Sherbrooke","190"
"151","Haakon Hanelt","https://www.nhl.com/player/haakon-hanelt-8482879","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","5","23","C","DEU","5' 11""","194","GERMANY","Eisbaren Berlin",""
"152","Kirill Gerasimyuk","https://www.nhl.com/player/kirill-gerasimyuk-8482914","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","5","24","G","RUS","6' 2""","178","RUSSIA-JR.","SKA-Varyagi",""
"153","Ty Voit","https://www.nhl.com/player/ty-voit-8482880","https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections","https://assets.nhle.com/logos/nhl/svg/TOR_light.svg","Toronto Maple Leafs","5","25","LW","USA","5' 10""","161","OHL","Sarnia",""
"154","Isaac Belliveau","https://www.nhl.com/player/isaac-belliveau-8482801","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","5","26","D","CAN","6' 2""","185","QMJHL","Gatineau",""
"155","Oscar Plandowski","https://www.nhl.com/player/oscar-plandowski-8482675","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","5","27","CAR-VGK-DET","D","CAN","6' 0""","QMJHL","Charlottetown","190"
"156","Max McCue","https://www.nhl.com/player/max-mccue-8482881","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","5","28","COL-SJS","C","CAN","6' 1""","OHL","London","175"
"157","Eetu Liukas","https://www.nhl.com/player/eetu-liukas-8482882","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","5","29","LW","FIN","6' 2""","198","FINLAND","TPS",""
"158","Ty Murchison","https://www.nhl.com/player/ty-murchison-8482804","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","5","30","VGK-WSH-PHI","D","USA","6' 1""","NTDP","USA U-18","192"
"159","Viljami Marjala","https://www.nhl.com/player/viljami-marjala-8482759","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","5","31","MTL-BUF","LW","FIN","6' 0""","QMJHL","Quebec","178"
"160","Cameron MacDonald","https://www.nhl.com/player/cameron-macdonald-8482937","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","5","32","C","CAN","6' 1""","190","QMJHL","Saint John",""
"161","William Von Barnekow Lofberg","https://www.nhl.com/player/william-von-barnekow-lofberg-8482883","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","6","1","C","SWE","6' 2""","158","SWEDEN-JR.","Malmo Jr.",""
"162","Kyle Kukkonen","https://www.nhl.com/player/kyle-kukkonen-8482810","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","6","2","C","USA","5' 10""","172","HIGH-MN","Maple Grove",""
"163","Semyon Vyazovoi","https://www.nhl.com/player/semyon-vyazovoi-8482884","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","6","3","G","RUS","6' 2""","169","RUSSIA-JR.","Ufa 2",""
"164","Viktor Hurtig","https://www.nhl.com/player/viktor-hurtig-8482908","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","6","4","D","SWE","6' 5""","191","SWEDEN-JR.","Vasteras Jr.",""
"165","Ben Boyd","https://www.nhl.com/player/ben-boyd-8482885","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","6","5","LW","CAN","6' 3""","195","QMJHL","Charlottetown",""
"166","Pasquale Zito","https://www.nhl.com/player/pasquale-zito-8482886","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","6","6","LW","CAN","6' 0""","175","OHL","Windsor",""
"167","Liam Gilmartin","https://www.nhl.com/player/liam-gilmartin-8482753","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","6","7","LW","DEU","6' 1""","192","NTDP","USA U-18",""
"168","Jack Beck","https://www.nhl.com/player/jack-beck-8482736","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","6","8","LAK-CGY","RW","CAN","5' 10""","OHL","Ottawa","162"
"169","Hugo Gabrielson","https://www.nhl.com/player/hugo-gabrielson-8482887","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","6","9","D","SWE","6' 1""","172","SWEDEN-JR.","Frolunda Jr.",""
"170","Bryce Montgomery","https://www.nhl.com/player/bryce-montgomery-8482888","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","6","10","OTT-CAR","D","USA","6' 4""","OHL","London","215"
"171","Cal Thomas","https://www.nhl.com/player/cal-thomas-8482938","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","6","11","D","USA","6' 0""","185","HIGH-MN","Maple Grove",""
"172","Ilya Safonov","https://www.nhl.com/player/ilya-safonov-8482915","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","6","12","C","RUS","6' 4""","205","RUSSIA","Kazan",""
"173","Lucas Ciona","https://www.nhl.com/player/lucas-ciona-8482889","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","6","13","LW","CAN","6' 3""","210","WHL","Seattle",""
"174","Ethan Samson","https://www.nhl.com/player/ethan-samson-8482890","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","6","14","D","CAN","6' 1""","180","WHL","Prince George",""
"175","Francesco Arcuri","https://www.nhl.com/player/francesco-arcuri-8482891","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","6","15","C","CAN","6' 2""","201","OHL","Kingston",""
"176","Dru Krebs","https://www.nhl.com/player/dru-krebs-8482892","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","6","16","NYR-WSH","D","CAN","5' 11""","WHL","Medicine Hat","182"
"177","Theo Jacobsson","https://www.nhl.com/player/theo-jacobsson-8482909","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","6","17","STL-SJS","C","SWE","5' 10""","SWEDEN-JR.","Modo Jr.","167"
"178","Connor Lockhart","https://www.nhl.com/player/connor-lockhart-8482743","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","6","18","WPG-VAN","RW","CAN","5' 9""","OHL","Erie","165"
"179","Simon Knak","https://www.nhl.com/player/simon-knak-8482204","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","6","19","LW","CHE","6' 1""","194","WHL","Portland",""
"180","Matvey Petrov","https://www.nhl.com/player/matvey-petrov-8482718","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg","Edmonton Oilers","6","20","LW","RUS","6' 2""","178","RUSSIA-JR.","Krylja Sovetov 2",""
"181","Ryan Mast","https://www.nhl.com/player/ryan-mast-8482893","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg","Boston Bruins","6","21","D","USA","6' 4""","212","OHL","Sarnia",""
"182","Nate Benoit","https://www.nhl.com/player/nate-benoit-8482728","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","6","22","D","USA","6' 0""","168","HIGH-RI","Mount St. Charles",""
"183","Chase Clark","https://www.nhl.com/player/chase-clark-8482939","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","6","23","G","USA","6' 6""","202","USPHL - NCDC","Jersey Hitmen",""
"184","Jakub Kos","https://www.nhl.com/player/jakub-kos-8482894","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","6","24","LW","CZE","6' 2""","174","FINLAND-JR.","Ilves Jr.",""
"185","Vyacheslav Peksa","https://www.nhl.com/player/vyacheslav-peksa-8482940","https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections","https://assets.nhle.com/logos/nhl/svg/TOR_light.svg","Toronto Maple Leafs","6","25","G","RUS","6' 2""","163","RUSSIA-JR.","Irbis Kazan",""
"186","Shane Lachance","https://www.nhl.com/player/shane-lachance-8482941","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg","Edmonton Oilers","6","26","PIT-EDM","LW","USA","6' 4""","USPHL - NCDC","Junior Bruins","195"
"187","Nikita Quapp","https://www.nhl.com/player/nikita-quapp-8482895","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","6","27","G","DEU","6' 2""","187","GERMANY","Krefeld",""
"188","Nikita Novikov","https://www.nhl.com/player/nikita-novikov-8482916","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","6","28","COL-BUF","D","RUS","6' 3""","RUSSIA-JR.","Dynamo Moscow 2","196"
"189","Aleksi Malinen","https://www.nhl.com/player/aleksi-malinen-8482756","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","6","29","D","FIN","6' 0""","176","FINLAND","JYP",""
"190","Artur Cholach","https://www.nhl.com/player/artur-cholach-8482943","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","6","30","D","UKR","6' 4""","198","UKRAINE","Sokol Kiev",""
