"rt-td","rt-td 2","rt-td href","team-display-link href","team-logo src","team-name","rt-td 3","rt-td 4","rt-td 5","rt-td 6","rt-td 7","rt-td 8","rt-td 9","rt-td 10","rt-td 11"
"31","Logan Mailloux","https://www.nhl.com/player/logan-mailloux-8482733","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","1","31","D","CAN","6' 3""","212","GOJHL","London",""
"32","Nolan Allan","https://www.nhl.com/player/nolan-allan-8482700","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","1","32","TBL-CBJ-CHI","D","CAN","6' 2""","WHL","Prince Albert","195"
"33","Prokhor Poltapov","https://www.nhl.com/player/prokhor-poltapov-8482769","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","2","1","LW","RUS","6' 0""","176","RUSSIA-JR.","CSKA 2",""
"34","Olen Zellweger","https://www.nhl.com/player/olen-zellweger-8482803","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","2","2","D","CAN","5' 9""","175","WHL","Everett",""
"35","Ryker Evans","https://www.nhl.com/player/ryker-evans-8482858","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","2","3","D","CAN","5' 11""","189","WHL","Regina",""
"36","Shai Buium","https://www.nhl.com/player/shai-buium-8482777","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","2","4","NJD-VGK-DET","D","USA","6' 3""","USHL","Sioux City","209"
"37","Josh Doan","https://www.nhl.com/player/josh-doan-8482659","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","2","5","CBJ-OTT-ARI","RW","USA","6' 1""","USHL","Chicago","183"
"38","Daniil Chayka","https://www.nhl.com/player/daniil-chayka-8482688","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","2","6","DET-VGK","D","RUS","6' 2""","RUSSIA","CSKA","187"
"39","Zack Ostapchuk","https://www.nhl.com/player/zack-ostapchuk-8482859","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","2","7","SJS-OTT","C","CAN","6' 3""","WHL","Vancouver","205"
"40","Scott Morrow","https://www.nhl.com/player/scott-morrow-8482666","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","2","8","LAK-NSH-CAR","D","USA","6' 2""","HIGH-MN","Shattuck-St. Mary's","195"
"41","Danila Klimovich","https://www.nhl.com/player/danila-klimovich-8482918","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","2","9","RW","BLR","6' 1""","202","BELARUS-2","Minsk Zubry",""
"42","Francesco Pinelli","https://www.nhl.com/player/francesco-pinelli-8482748","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","2","10","OTT-LAK","C","CAN","6' 0""","OHL","Kitchener","185"
"43","Ilya Fedotov","https://www.nhl.com/player/ilya-fedotov-8482792","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","2","11","LW","RUS","6' 1""","176","RUSSIA-JR.","Nizhny Novgorod 2",""
"44","Aleksi Heimosalmi","https://www.nhl.com/player/aleksi-heimosalmi-8482860","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","2","12","CHI-CBJ-CAR","D","FIN","5' 11""","FINLAND-JR.","Assat Jr.","170"
"45","William Stromgren","https://www.nhl.com/player/william-stromgren-8482766","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","2","13","LW","SWE","6' 3""","175","SWEDEN-2","Modo",""
"46","Samu Tuomaala","https://www.nhl.com/player/samu-tuomaala-8482727","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","2","14","RW","FIN","5' 10""","174","FINLAND-JR.","Karpat Jr.",""
"47","Logan Stankoven","https://www.nhl.com/player/logan-stankoven-8482702","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","2","15","C","CAN","5' 8""","170","WHL","Kamloops",""
"48","Artem Grushnikov","https://www.nhl.com/player/artem-grushnikov-8482695","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","2","16","NYR-DET-DAL","D","RUS","6' 2""","RUSSIA-JR.","CSKA 2","198"
"49","Ben Roger","https://www.nhl.com/player/ben-roger-8482672","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","2","17","STL-VGK-LAK-OTT","D","CAN","6' 4""","OHL","London","200"
"50","Nikita Chibrikov","https://www.nhl.com/player/nikita-chibrikov-8482787","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","2","18","RW","RUS","5' 10""","170","RUSSIA","St. Petersburg",""
"51","Ville Koivunen","https://www.nhl.com/player/ville-koivunen-8482758","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","2","19","NSH-CAR","RW","FIN","5' 11""","FINLAND-JR.","Karpat Jr.","161"
"52","Aatu Raty","https://www.nhl.com/player/aatu-raty-8482691","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","2","20","EDM-DET-NYI","C","FIN","6' 2""","FINLAND","Karpat","185"
"53","Aleksandr Kisakov","https://www.nhl.com/player/aleksandr-kisakov-8482697","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","2","21","BOS-BUF","LW","RUS","5' 10""","RUSSIA-JR.","Dynamo Moscow 2","150"
"54","Jack Peart","https://www.nhl.com/player/jack-peart-8482686","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","2","22","D","USA","5' 11""","186","HIGH-MN","Grand Rapids",""
"55","Vincent Iorio","https://www.nhl.com/player/vincent-iorio-8482861","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","2","23","D","CAN","6' 2""","191","WHL","Brandon",""
"56","Evan Nause","https://www.nhl.com/player/evan-nause-8482734","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","2","24","D","CAN","6' 2""","186","QMJHL","Quebec",""
"57","Matthew Knies","https://www.nhl.com/player/matthew-knies-8482720","https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections","https://assets.nhle.com/logos/nhl/svg/TOR_light.svg","Toronto Maple Leafs","2","25","LW","USA","6' 2""","210","USHL","Tri-City",""
"58","Tristan Broz","https://www.nhl.com/player/tristan-broz-8482698","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","2","26","C","USA","5' 11""","178","USHL","Fargo",""
"59","Samuel Helenius","https://www.nhl.com/player/samuel-helenius-8482726","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","2","27","CAR-LAK","C","USA","6' 6""","FINLAND","JYP","201"
"60","J.J. Moser","https://www.nhl.com/player/j-j-moser-8482655","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","2","28","COL-NYI-ARI","D","CHE","6' 0""","SWISS","Biel","172"
"61","Sean Behrens","https://www.nhl.com/player/sean-behrens-8482676","https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections","https://assets.nhle.com/logos/nhl/svg/COL_light.svg","Colorado Avalanche","2","29","NYI-NJD-COL","D","USA","5' 9""","NTDP","USA U-18","177"
"62","Colton Dach","https://www.nhl.com/player/colton-dach-8482703","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","2","30","VGK-CHI","C","CAN","6' 4""","WHL","Saskatoon","196"
"63","Riley Kidney","https://www.nhl.com/player/riley-kidney-8482828","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","2","31","C","CAN","5' 11""","168","QMJHL","Acadie-Bathurst",""
"64","Oliver Kapanen","https://www.nhl.com/player/oliver-kapanen-8482775","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","2","32","TBL-MTL","C","SWE","5' 11""","FINLAND-JR.","Kalpa Jr.","166"
"65","Jayden Grubbe","https://www.nhl.com/player/jayden-grubbe-8482704","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","3","1","BUF-NYR","C","CAN","6' 2""","WHL","Red Deer","200"
"66","Sasha Pastujov","https://www.nhl.com/player/sasha-pastujov-8482682","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","3","2","RW","USA","6' 0""","184","NTDP","USA U-18",""
"67","Ryan Winterton","https://www.nhl.com/player/ryan-winterton-8482751","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","3","3","C","CAN","6' 2""","175","OHL","Hamilton",""
"68","Samu Salminen","https://www.nhl.com/player/samu-salminen-8482760","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","3","4","C","FIN","6' 2""","186","FINLAND-JR.","Jokerit Jr.",""
"69","Stanislav Svozil","https://www.nhl.com/player/stanislav-svozil-8482711","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","3","5","D","CZE","6' 1""","182","CZREP","Brno",""
"70","Carter Mazur","https://www.nhl.com/player/carter-mazur-8482802","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","3","6","LW","USA","6' 0""","170","USHL","Tri-City",""
"71","Simon Robertsson","https://www.nhl.com/player/simon-robertsson-8482716","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","3","7","SJS-STL","RW","SWE","6' 0""","SWEDEN","Skelleftea","190"
"72","Anton Olsson","https://www.nhl.com/player/anton-olsson-8482721","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","3","8","LAK-CAR-NSH","D","SWE","6' 0""","SWEDEN","Malmo","198"
"73","Ayrton Martino","https://www.nhl.com/player/ayrton-martino-8482690","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","3","9","VAN-DAL","LW","CAN","5' 11""","USHL","Omaha","160"
"74","Oliver Johansson","https://www.nhl.com/player/oliver-johansson-8482862","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","3","10","LW","SWE","6' 0""","183","SWEDEN-2","Timra",""
"75","Ryder Korczak","https://www.nhl.com/player/ryder-korczak-8482656","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","3","11","ARI-NJD-WSH-NYR","C","CAN","5' 11""","WHL","Moose Jaw","174"
"76","Tyson Hinds","https://www.nhl.com/player/tyson-hinds-8482731","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","3","12","CHI-MTL-ANA","D","CAN","6' 3""","QMJHL","Rimouski","178"
"77","Cole Huckins","https://www.nhl.com/player/cole-huckins-8482664","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","3","13","C","CAN","6' 3""","200","QMJHL","Acadie-Bathurst",""
"78","Aleksei Kolosov","https://www.nhl.com/player/aleksei-kolosov-8482783","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","3","14","G","BLR","6' 1""","185","RUSSIA","Minsk",""
"79","Justin Ertel","https://www.nhl.com/player/justin-ertel-8482919","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","3","15","LW","CAN","6' 2""","187","MHL","Summerside",""
"80","Brent Johnson","https://www.nhl.com/player/brent-johnson-8482723","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","3","16","NYR-WSH","D","USA","5' 11""","USHL","Sioux Falls","161"
"81","Benjamin Gaudreau","https://www.nhl.com/player/benjamin-gaudreau-8482729","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","3","17","STL-SJS","G","CAN","6' 2""","OHL","Sarnia","175"
"82","Dmitry Kuzmin","https://www.nhl.com/player/dmitry-kuzmin-8482920","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","3","18","D","BLR","5' 9""","178","BELARUS","Molodechno",""
"83","Patrik Hamrla","https://www.nhl.com/player/patrik-hamrla-8482921","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","3","19","NSH-CAR","G","CZE","6' 3""","CZREP","Karlovy Vary","194"
"84","Kirill Kirsanov","https://www.nhl.com/player/kirill-kirsanov-8482922","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","3","20","EDM-CGY-LAK","D","RUS","6' 1""","RUSSIA","St. Petersburg","198"
"85","Brett Harrison","https://www.nhl.com/player/brett-harrison-8482739","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg","Boston Bruins","3","21","C","CAN","6' 2""","188","OHL","Oshawa",""
"86","Caedan Bankier","https://www.nhl.com/player/caedan-bankier-8482863","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","3","22","C","CAN","6' 2""","190","WHL","Kamloops",""
"87","Dmitri Kostenko","https://www.nhl.com/player/dmitri-kostenko-8482710","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","3","23","WSH-SJS-MTL","D","RUS","6' 1""","RUSSIA-2","Togliatti","187"
"88","Stiven Sardarian","https://www.nhl.com/player/stiven-sardarian-8482912","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","3","24","FLA-BUF","RW","RUS","6' 1""","RUSSIA-JR.","CSKA 2","156"
"89","Cameron Whynot","https://www.nhl.com/player/cameron-whynot-8482735","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","3","25","TOR-LAK-CGY","D","CAN","6' 1""","QMJHL","Halifax","180"
"90","Luca Munzenberger","https://www.nhl.com/player/luca-munzenberger-8482864","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg","Edmonton Oilers","3","26","PIT-SJS-MIN-EDM","D","DEU","6' 2""","GERMANY-JR.","Koln Jr.","190"
"91","Taige Harding","https://www.nhl.com/player/taige-harding-8482923","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","3","27","CAR-CHI","D","GBR","6' 6""","AJHL","Fort McMurray","235"
"92","Andrei Buyalsky","https://www.nhl.com/player/andrei-buyalsky-8482779","https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections","https://assets.nhle.com/logos/nhl/svg/COL_light.svg","Colorado Avalanche","3","28","C","KAZ","6' 3""","178","USHL","Dubuque",""
"93","Tristan Lennox","https://www.nhl.com/player/tristan-lennox-8482668","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","3","29","G","CAN","6' 4""","190","OHL","Saginaw",""
"94","Aidan Hreschuk","https://www.nhl.com/player/aidan-hreschuk-8482680","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","3","30","VGK-DET-CAR","D","USA","5' 11""","NTDP","USA U-18","188"
"95","Josh Bloom","https://www.nhl.com/player/josh-bloom-8482865","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","3","31","MTL-BUF","LW","CAN","6' 2""","OHL","Saginaw","182"
