"rt-td","rt-td 2","rt-td href","team-display-link href","team-logo src","team-name","rt-td 3","rt-td 4","rt-td 5","rt-td 6","rt-td 7","rt-td 8","rt-td 9","rt-td 10","rt-td 11"
"193","Jack Harvey","https://www.nhl.com/player/jack-harvey-8482774","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","7","1","ANA-TBL","C","USA","5' 10""","USHL","Chicago","175"
"194","Oiva Keskinen","https://www.nhl.com/player/oiva-keskinen-8484472","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","7","2","C","FIN","6' 0""","180","FINLAND-JR.","Tappara Jr.",""
"195","Janne Peltonen","https://www.nhl.com/player/janne-peltonen-8484473","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","7","3","D","FIN","6' 3""","174","FINLAND-JR.","Karpat Jr.",""
"196","David Klee","https://www.nhl.com/player/david-klee-8484474","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","7","4","C","USA","6' 3""","188","USHL","Waterloo",""
"197","Luke Mittelstadt","https://www.nhl.com/player/luke-mittelstadt-8482687","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","7","5","D","USA","5' 11""","185","BIG10","Minnesota",""
"198","Stepan Zvyagin","https://www.nhl.com/player/stepan-zvyagin-8484475","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","7","6","ARI-FLA","LW","RUS","6' 0""","RUSSIA-JR.","Dinamo-Shinnik Jr.","161"
"199","Matteo Mann","https://www.nhl.com/player/matteo-mann-8484191","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_light.svg","Philadelphia Flyers","7","7","D","CAN","6' 6""","230","QMJHL","Chicoutimi",""
"200","Brett Hyland","https://www.nhl.com/player/brett-hyland-8483007","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","7","8","C","CAN","6' 0""","180","WHL","Brandon",""
"201","Emmitt Finnie","https://www.nhl.com/player/emmitt-finnie-8484471","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","7","9","C","CAN","6' 0""","163","WHL","Kamloops",""
"202","Nikita Susuyev","https://www.nhl.com/player/nikita-susuyev-8484476","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","7","10","RW","RUS","6' 0""","172","RUSSIA-JR.","Spartak Jr.",""
"203","Yegor Rimashevskiy","https://www.nhl.com/player/yegor-rimashevskiy-8484477","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","7","11","VAN-ARI-SJS","RW","BLR","6' 2""","RUSSIA-JR.","Dynamo Moscow Jr.","197"
"204","Owen Beckner","https://www.nhl.com/player/owen-beckner-8484478","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","7","12","C","CAN","6' 2""","175","BCHL","Salmon Arm",""
"205","Norwin Panocha","https://www.nhl.com/player/norwin-panocha-8484479","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","7","13","D","DEU","6' 1""","178","GERMANY-JR.","Eisbaren Berlin Jr.",""
"206","Antoine Keller","https://www.nhl.com/player/antoine-keller-8484480","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","7","14","PIT-SJS-WSH","G","FRA","6' 2""","SWISS-JR.","Geneve Jr.","176"
"207","Vladimir Nikitin","https://www.nhl.com/player/vladimir-nikitin-8484489","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","7","15","NSH-OTT","G","KAZ","6' 4""","KAZAKHSTAN U20","Barys Nur-Sultan U20","192"
"208","Axel Hurtig","https://www.nhl.com/player/axel-hurtig-8484481","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","7","16","D","SWE","6' 4""","202","SWEDEN-JR.","Rogle Jr.",""
"209","Dennis Good Bogg","https://www.nhl.com/player/dennis-good-bogg-8484482","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","7","17","D","SWE","6' 1""","191","SWEDEN-JR.","AIK Jr.",""
"210","Connor Levis","https://www.nhl.com/player/connor-levis-8484483","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","7","18","RW","CAN","6' 1""","187","WHL","Kamloops",""
"211","Ethan Hay","https://www.nhl.com/player/ethan-hay-8484484","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","7","19","C","CAN","6' 1""","189","OHL","Flint",""
"212","Zaccharya Wisdom","https://www.nhl.com/player/zaccharya-wisdom-8484486","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","7","20","RW","CAN","6' 0""","175","USHL","Cedar Rapids",""
"213","James Clark","https://www.nhl.com/player/james-clark-8484487","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","7","21","LW","USA","6' 0""","179","USHL","Green Bay",""
"214","Casper Nassen","https://www.nhl.com/player/casper-nassen-8484488","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_light.svg","Boston Bruins","7","22","LAK-BOS","RW","SWE","6' 4""","SWEDEN-JR.","Vasteras Jr.","205"
"215","Nicholas Vantassell","https://www.nhl.com/player/nicholas-vantassell-8484485","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","7","23","NYR-OTT","RW","USA","6' 4""","USHL","Green Bay","196"
"216","Matt Copponi","https://www.nhl.com/player/matt-copponi-8484491","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_light.svg","Edmonton Oilers","7","24","C","USA","5' 10""","167","H-EAST","Merrimack",""
"217","Emil Jarventie","https://www.nhl.com/player/emil-jarventie-8484492","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","7","25","TOR-PIT","LW","FIN","5' 10""","FINLAND-JR.","Ilves Jr.","167"
"218","Aiden Fink","https://www.nhl.com/player/aiden-fink-8484494","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","7","26","NJD-NSH","RW","CAN","5' 9""","AJHL","Brooks","153"
"219","Maros Jedlicka","https://www.nhl.com/player/maros-jedlicka-8484497","https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections","https://assets.nhle.com/logos/nhl/svg/COL_light.svg","Colorado Avalanche","7","27","C","SVK","6' 2""","194","SLOVAKIA","Zvolen",""
"220","Kristian Kostadinski","https://www.nhl.com/player/kristian-kostadinski-8484496","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_light.svg","Boston Bruins","7","28","D","SWE","6' 5""","213","SWEDEN-JR.","Frolunda Jr.",""
"221","Sebastian Bradshaw","https://www.nhl.com/player/sebastian-bradshaw-8484495","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","7","29","LW","CAN","6' 3""","196","USMAAAE","Elite Hockey Academy 18U",""
"222","Yegor Velmakin","https://www.nhl.com/player/yegor-velmakin-8484493","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","7","30","G","RUS","6' 2""","172","RUSSIA-2","Voronezh",""
"223","Kalle Kangas","https://www.nhl.com/player/kalle-kangas-8484490","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","7","31","FLA-PIT","D","FIN","6' 4""","FINLAND-JR.","Jokerit Jr.","205"
"224","Tyler Peddle","https://www.nhl.com/player/tyler-peddle-8484209","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","7","32","VGK-CBJ","LW","CAN","6' 1""","QMJHL","Drummondville","204"
