rt-td,rt-td 2,rt-td href,team-display-link href,team-logo src,team-name,rt-td 3,rt-td 4,rt-td 5,,rt-td 6,rt-td 7,rt-td 8,rt-td 9,rt-td 10,rt-td 11
182,Quinn Schmiemann,https://www.nhl.com/player/quinn-schmiemann-8481676,https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,Tampa Bay Lightning,6,27,D,D,CAN,"6' 1""",185,WHL,Kamloops,
183,Blake Murray,https://www.nhl.com/player/blake-murray-8481677,https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,Carolina Hurricanes,6,28,C,C,CAN,"6' 1""",187,OHL,Sudbury,
184,Santeri Hatakka,https://www.nhl.com/player/santeri-hatakka-8481701,https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,San Jose Sharks,6,29,D,D,FIN,"6' 0""",174,FINLAND-JR.,Jokerit Jr.,
185,Matias Mantykivi,https://www.nhl.com/player/matias-mantykivi-8481702,https://records.nhl.com/bos/franchises/boston-bruins/draft-selections,https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg,Boston Bruins,6,30,C,C,FIN,"5' 11""",161,FINLAND-JR.,Saipa Jr.,
186,Mathew Hill,https://www.nhl.com/player/mathew-hill-8481678,https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,Anaheim Ducks,6,31,STL-ANA,,D,CAN,"6' 4""",OHL,Barrie,197
187,Maxence Guenette,https://www.nhl.com/player/maxence-guenette-8481679,https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,Ottawa Senators,7,1,D,D,CAN,"6' 1""",181,QMJHL,Val d'Or,
188,Andre Lee,https://www.nhl.com/player/andre-lee-8481732,https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,Los Angeles Kings,7,2,LW,LW,SWE,"6' 4""",206,USHL,Sioux Falls,
189,Nikola Pasic,https://www.nhl.com/player/nikola-pasic-8481733,https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,New Jersey Devils,7,3,RW,RW,SWE,"5' 10""",187,SWEDEN-JR.,Linkoping Jr.,
190,Kirill Tyutyayev,https://www.nhl.com/player/kirill-tyutyayev-8481680,https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,Detroit Red Wings,7,4,LW,LW,RUS,"5' 9""",146,RUSSIA-JR.,Yekaterinburg 2,
191,Carter Gylander,https://www.nhl.com/player/carter-gylander-8481757,https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,Detroit Red Wings,7,5,BUF-DET,,G,CAN,"6' 5""",AJHL,Sherwood Park,171
192,Jake Schmaltz,https://www.nhl.com/player/jake-schmaltz-8481681,https://records.nhl.com/bos/franchises/boston-bruins/draft-selections,https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg,Boston Bruins,7,6,NYR-BOS,,LW,USA,"6' 0""",USHL,Chicago,167
193,Maxim Denezhkin,https://www.nhl.com/player/maxim-denezhkin-8481734,https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,Edmonton Oilers,7,7,C,C,RUS,"5' 10""",165,RUSSIA-JR.,Yaroslavl 2,
194,Cole Moberg,https://www.nhl.com/player/cole-moberg-8481682,https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,Chicago Blackhawks,7,8,ANA-CHI,,D,CAN,"6' 2""",WHL,Prince George,187
195,Aidan McDonough,https://www.nhl.com/player/aidan-mcdonough-8481683,https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,Vancouver Canucks,7,9,LW,LW,USA,"6' 3""",190,USHL,Cedar Rapids,
196,Bryce Brodzinski,https://www.nhl.com/player/bryce-brodzinski-8481735,https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,Philadelphia Flyers,7,10,RW,RW,USA,"5' 11""",197,HIGH-MN,Blaine,
197,Filip Lindberg,https://www.nhl.com/player/filip-lindberg-8481758,https://records.nhl.com/min/franchises/minnesota-wild/draft-selections,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,Minnesota Wild,7,11,G,G,FIN,"6' 0""",180,H-EAST,U. Mass.,
198,Mikhail Shalagin,https://www.nhl.com/player/mikhail-shalagin-8481684,https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,Tampa Bay Lightning,7,12,CHI-TBL,,LW,RUS,"6' 4""",RUSSIA-JR.,Spartak 2,185
199,Matthew Wedman,https://www.nhl.com/player/matthew-wedman-8481685,https://records.nhl.com/fla/franchises/florida-panthers/draft-selections,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,Florida Panthers,7,13,C,C,CAN,"6' 2""",197,WHL,Seattle,
200,Axel Bergkvist,https://www.nhl.com/player/axel-bergkvist-8481686,https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections,https://assets.nhle.com/logos/nhl/svg/ARI_20142015-20202021_light.svg,Arizona Coyotes,7,14,D,D,SWE,"5' 9""",200,SWEDEN-JR.,Leksand Jr.,
201,Rafael Harvey-Pinard,https://www.nhl.com/player/rafael-harvey-pinard-8481093,https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,Montréal Canadiens,7,15,MTL-PHI-MTL,,LW,CAN,"5' 8""",QMJHL,Rouyn-Noranda,166
202,Trent Miner,https://www.nhl.com/player/trent-miner-8481529,https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,Colorado Avalanche,7,16,G,G,CAN,"6' 1""",187,WHL,Vancouver,
203,Valtteri Puustinen,https://www.nhl.com/player/valtteri-puustinen-8481703,https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,Pittsburgh Penguins,7,17,VGK-PIT,,RW,FIN,"5' 9""",FINLAND,HPK,183
204,Kalle Loponen,https://www.nhl.com/player/kalle-loponen-8481761,https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,Toronto Maple Leafs,7,18,DAL-TOR,,D,FIN,"5' 9""",FINLAND-2,Hermes,186
205,Eric Ciccolini,https://www.nhl.com/player/eric-ciccolini-8481759,https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,New York Rangers,7,19,CBJ-NYR,,RW,CAN,"5' 10""",OJHL,Toronto JC,160
206,Kieran Ruscheinski,https://www.nhl.com/player/kieran-ruscheinski-8481687,https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,Montréal Canadiens,7,20,WPG-MTL,,D,CAN,"6' 6""",AMHL,Calgary North Stars,201
207,Valentin Nussbaumer,https://www.nhl.com/player/valentin-nussbaumer-8481688,https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections,https://assets.nhle.com/logos/nhl/svg/ARI_20142015-20202021_light.svg,Arizona Coyotes,7,21,PIT-ARI,,C,CHE,"5' 10""",QMJHL,Shawinigan,165
208,Vadim Zherenko,https://www.nhl.com/player/vadim-zherenko-8481689,https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,St. Louis Blues,7,22,TOR-STL,,G,RUS,"6' 1""",RUSSIA-JR.,Dynamo Moscow 2,176
209,Cole Coskey,https://www.nhl.com/player/cole-coskey-8480371,https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,New York Islanders,7,23,RW,RW,USA,"6' 0""",198,OHL,Saginaw,
210,Juuso Parssinen,https://www.nhl.com/player/juuso-parssinen-8481704,https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,Nashville Predators,7,24,C,C,FIN,"6' 2""",203,FINLAND-JR.,TPS Jr.,
211,Santeri Airola,https://www.nhl.com/player/santeri-airola-8481705,https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,Pittsburgh Penguins,7,25,WSH-SJS-PIT,,D,FIN,"5' 11""",FINLAND-JR.,Saipa Jr.,163
212,Tyler Angle,https://www.nhl.com/player/tyler-angle-8481690,https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,Columbus Blue Jackets,7,26,CGY-OTT-CBJ,,C,CAN,"5' 9""",OHL,Windsor,167
213,McKade Webster,https://www.nhl.com/player/mckade-webster-8481691,https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,Tampa Bay Lightning,7,27,LW,LW,USA,"5' 10""",167,USHL,Green Bay,
214,Dustin Wolf,https://www.nhl.com/player/dustin-wolf-8481692,https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,Calgary Flames,7,28,CAR-CGY,,G,USA,"5' 11""",WHL,Everett,156
215,Arvid Costmar,https://www.nhl.com/player/arvid-costmar-8481736,https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,Vancouver Canucks,7,29,SJS-VAN,,C,SWE,"5' 10""",SWEDEN-JR.,Linkoping Jr.,180
216,Massimo Rizzo,https://www.nhl.com/player/massimo-rizzo-8481760,https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,Carolina Hurricanes,7,30,BOS-NYR-CAR,,C,CAN,"5' 10""",BCHL,Penticton,175
217,Jeremy Michel,https://www.nhl.com/player/jeremy-michel-8481693,https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,St. Louis Blues,7,31,LW,LW,CAN,"6' 0""",165,QMJHL,Val d'Or,
