"rt-td","rt-td 2","rt-td href","team-display-link href","team-logo src","team-name","rt-td 3","rt-td 4","rt-td 5","rt-td 6","rt-td 7","rt-td 8","rt-td 9","rt-td 10","rt-td 11"
"1","Juraj Slafkovsky","https://www.nhl.com/player/juraj-slafkovsky-8483515","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","1","1","LW","SVK","6' 4""","229","FINLAND","TPS",""
"2","Simon Nemec","https://www.nhl.com/player/simon-nemec-8483495","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","1","2","D","SVK","6' 0""","199","SLOVAKIA","Nitra",""
"3","Logan Cooley","https://www.nhl.com/player/logan-cooley-8483431","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","1","3","C","USA","5' 10""","180","NTDP","USA U-18",""
"4","Shane Wright","https://www.nhl.com/player/shane-wright-8483524","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","1","4","C","CAN","6' 0""","199","OHL","Kingston",""
"5","Cutter Gauthier","https://www.nhl.com/player/cutter-gauthier-8483445","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","1","5","LW","SWE","6' 2""","200","NTDP","USA U-18",""
"6","David Jiricek","https://www.nhl.com/player/david-jiricek-8483460","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","1","6","CHI-CBJ","D","CZE","6' 3""","CZREP","Plzen","189"
"7","Kevin Korchinski","https://www.nhl.com/player/kevin-korchinski-8483466","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","1","7","OTT-CHI","D","CAN","6' 2""","WHL","Seattle","185"
"8","Marco Kasper","https://www.nhl.com/player/marco-kasper-8483464","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","1","8","C","AUT","6' 1""","187","SWEDEN","Rogle",""
"9","Matt Savoie","https://www.nhl.com/player/matt-savoie-8483512","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","1","9","C","CAN","5' 9""","170","WHL","Winnipeg",""
"10","Pavel Mintyukov","https://www.nhl.com/player/pavel-mintyukov-8483490","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","1","10","D","RUS","6' 2""","194","OHL","Saginaw",""
"11","Conor Geekie","https://www.nhl.com/player/conor-geekie-8483447","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","1","11","SJS-ARI","C","CAN","6' 4""","WHL","Winnipeg","190"
"12","Denton Mateychuk","https://www.nhl.com/player/denton-mateychuk-8483485","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","1","12","D","CAN","5' 10""","194","WHL","Moose Jaw",""
"13","Frank Nazar","https://www.nhl.com/player/frank-nazar-8483493","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","1","13","NYI-MTL-CHI","C","USA","5' 10""","NTDP","USA U-18","180"
"14","Rutger McGroarty","https://www.nhl.com/player/rutger-mcgroarty-8483487","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","1","14","RW","USA","6' 1""","204","NTDP","USA U-18",""
"15","Jonathan Lekkerimaki","https://www.nhl.com/player/jonathan-lekkerimaki-8483476","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","1","15","RW","SWE","5' 10""","171","SWEDEN","Djurgarden",""
"16","Noah Ostlund","https://www.nhl.com/player/noah-ostlund-8483500","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","1","16","VGK-BUF","C","SWE","5' 10""","SWEDEN-JR.","Djurgarden Jr.","164"
"17","Joakim Kemell","https://www.nhl.com/player/joakim-kemell-8483465","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","1","17","RW","FIN","5' 10""","185","FINLAND","JYP",""
"18","Lian Bichsel","https://www.nhl.com/player/lian-bichsel-8483425","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","1","18","D","CHE","6' 6""","225","SWEDEN","Leksand",""
"19","Liam Ohgren","https://www.nhl.com/player/liam-ohgren-8483499","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","1","19","LAK-MIN","LW","SWE","6' 1""","SWEDEN-JR.","Djurgarden Jr.","201"
"20","Ivan Miroshnichenko","https://www.nhl.com/player/ivan-miroshnichenko-8483491","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","1","20","LW","RUS","6' 1""","185","RUSSIA-2","Omsk Krylia",""
"21","Owen Pickering","https://www.nhl.com/player/owen-pickering-8483503","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","1","21","D","CAN","6' 4""","180","WHL","Swift Current",""
"22","Nathan Gaucher","https://www.nhl.com/player/nathan-gaucher-8483444","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","1","22","BOS-ANA","C","CAN","6' 3""","QMJHL","Quebec","207"
"23","Jimmy Snuggerud","https://www.nhl.com/player/jimmy-snuggerud-8483516","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","1","23","RW","USA","6' 1""","188","NTDP","USA U-18",""
"24","Danila Yurov","https://www.nhl.com/player/danila-yurov-8483525","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","1","24","RW","RUS","6' 1""","178","RUSSIA","Magnitogorsk",""
"25","Sam Rinzel","https://www.nhl.com/player/sam-rinzel-8483506","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","1","25","TOR-CHI","D","USA","6' 4""","HIGH-MN","Chaska","180"
"26","Filip Mesar","https://www.nhl.com/player/filip-mesar-8483488","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","1","26","CGY-MTL","RW","SVK","5' 10""","SLOVAKIA","Poprad","174"
"27","Filip Bystedt","https://www.nhl.com/player/filip-bystedt-8483428","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","1","27","CAR-MTL-ARI-SJS","C","SWE","6' 4""","SWEDEN-JR.","Linkoping Jr.","204"
"28","Jiri Kulich","https://www.nhl.com/player/jiri-kulich-8483468","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","1","28","FLA-BUF","C","CZE","5' 11""","CZREP","Karlovy Vary","178"
"29","Maveric Lamoureux","https://www.nhl.com/player/maveric-lamoureux-8483472","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","1","29","EDM-ARI","D","CAN","6' 7""","QMJHL","Drummondville","199"
"30","Brad Lambert","https://www.nhl.com/player/brad-lambert-8483471","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","1","30","NYR-WPG","C","FIN","6' 0""","FINLAND","Pelicans","183"
"31","Isaac Howard","https://www.nhl.com/player/isaac-howard-8483455","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","1","31","LW","USA","5' 10""","180","NTDP","USA U-18",""
"32","Reid Schaefer","https://www.nhl.com/player/reid-schaefer-8483513","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_light.svg","Edmonton Oilers","1","32","COL-ARI-EDM","LW","CAN","6' 3""","WHL","Seattle","213"
"33","Owen Beck","https://www.nhl.com/player/owen-beck-8483424","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","2","1","C","CAN","5' 11""","187","OHL","Mississauga",""
"34","Cameron Lund","https://www.nhl.com/player/cameron-lund-8483481","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","2","2","ARI-SJS","C","USA","6' 2""","USHL","Green Bay","192"
"35","Jagger Firkus","https://www.nhl.com/player/jagger-firkus-8483442","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","2","3","RW","CAN","5' 10""","151","WHL","Moose Jaw",""
"36","Artem Duda","https://www.nhl.com/player/artem-duda-8483436","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","2","4","PHI-ARI","D","RUS","6' 1""","RUSSIA-JR.","CSKA 2","187"
"37","Ryan Chesley","https://www.nhl.com/player/ryan-chesley-8483430","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","2","5","NJD-WSH","D","USA","6' 0""","NTDP","USA U-18","201"
"38","Fraser Minten","https://www.nhl.com/player/fraser-minten-8483489","https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections","https://assets.nhle.com/logos/nhl/svg/TOR_light.svg","Toronto Maple Leafs","2","6","CHI-TOR","C","CAN","6' 1""","WHL","Kamloops","185"
"39","Paul Ludwinski","https://www.nhl.com/player/paul-ludwinski-8483480","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","2","7","OTT-CHI","C","CAN","5' 11""","OHL","Kingston","184"
"40","Dylan James","https://www.nhl.com/player/dylan-james-8483459","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","2","8","LW","CAN","6' 0""","177","USHL","Sioux City",""
"41","Topias Leinonen","https://www.nhl.com/player/topias-leinonen-8483475","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","2","9","G","FIN","6' 5""","233","FINLAND-JR.","JYP Jr.",""
"42","Noah Warren","https://www.nhl.com/player/noah-warren-8483521","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","2","10","D","CAN","6' 5""","224","QMJHL","Gatineau",""
"43","Julian Lutz","https://www.nhl.com/player/julian-lutz-8483483","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","2","11","SJS-ARI","LW","DEU","6' 2""","GERMANY","Munchen","187"
"44","Luca Del Bel Belluz","https://www.nhl.com/player/luca-del-bel-belluz-8483432","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","2","12","C","CAN","6' 0""","179","OHL","Mississauga",""
"45","Mattias Havelid","https://www.nhl.com/player/mattias-havelid-8483666","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","2","13","NYI-ARI-SJS","D","SWE","5' 9""","SWEDEN-JR.","Linkoping Jr.","165"
"46","Seamus Casey","https://www.nhl.com/player/seamus-casey-8483429","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","2","14","WPG-WSH-NJD","D","USA","5' 10""","NTDP","USA U-18","173"
"47","Hunter Haight","https://www.nhl.com/player/hunter-haight-8483452","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","2","15","VAN-ARI-MIN","C","CAN","5' 10""","OHL","Barrie","174"
"48","Matyas Sapovaliv","https://www.nhl.com/player/matyas-sapovaliv-8483511","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","2","16","C","CZE","6' 3""","183","OHL","Saginaw",""
"49","Jani Nyman","https://www.nhl.com/player/jani-nyman-8483497","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","2","17","NSH-SEA","RW","FIN","6' 4""","FINLAND","Ilves","217"
"50","Christian Kyrou","https://www.nhl.com/player/christian-kyrou-8483470","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","2","18","D","CAN","5' 10""","172","OHL","Erie",""
"51","Jack Hughes","https://www.nhl.com/player/jack-hughes-8483456","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","2","19","C","USA","6' 0""","169","H-EAST","Northeastern U.",""
"52","Dmitri Buchelnikov","https://www.nhl.com/player/dmitri-buchelnikov-8483667","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","2","20","WSH-DET","LW","RUS","5' 10""","RUSSIA-JR.","SKA St. Petersburg 2","163"
"53","Tristan Luneau","https://www.nhl.com/player/tristan-luneau-8483482","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","2","21","PIT-ANA","D","CAN","6' 2""","QMJHL","Gatineau","189"
"54","Matthew Poitras","https://www.nhl.com/player/matthew-poitras-8483505","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg","Boston Bruins","2","22","C","CAN","5' 11""","177","OHL","Guelph",""
"55","Elias Salomonsson","https://www.nhl.com/player/elias-salomonsson-8483510","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","2","23","STL-NYR-WPG","D","SWE","6' 1""","SWEDEN-JR.","Skelleftea Jr.","183"
"56","Rieger Lorenz","https://www.nhl.com/player/rieger-lorenz-8483478","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","2","24","LW","CAN","6' 2""","194","AJHL","Okotoks",""
"57","Ryan Greene","https://www.nhl.com/player/ryan-greene-8483450","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","2","25","MIN-CHI","C","CAN","6' 1""","USHL","Green Bay","179"
"58","Niklas Kokko","https://www.nhl.com/player/niklas-kokko-8483668","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","2","26","TOR-SEA","G","FIN","6' 3""","FINLAND-JR.","Karpat Jr.","184"
"59","Topi Ronni","https://www.nhl.com/player/topi-ronni-8483508","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","2","27","C","FIN","6' 2""","181","FINLAND-JR.","Tappara Jr.",""
"60","Gleb Trikozov","https://www.nhl.com/player/gleb-trikozov-8483519","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","2","28","LW","RUS","6' 1""","185","RUSSIA-JR.","Omsk 2",""
"61","David Goyette","https://www.nhl.com/player/david-goyette-8483449","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","2","29","FLA-CGY-SEA","C","CAN","5' 10""","OHL","Sudbury","175"
"62","Lane Hutson","https://www.nhl.com/player/lane-hutson-8483457","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","2","30","EDM-MTL","D","USA","5' 8""","NTDP","USA U-18","158"
"63","Adam Sykora","https://www.nhl.com/player/adam-sykora-8483669","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","2","31","LW","SVK","5' 10""","172","SLOVAKIA","Nitra",""
"64","Filip Nordberg","https://www.nhl.com/player/filip-nordberg-8483670","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","2","32","TBL-OTT","D","SWE","6' 4""","SWEDEN-JR.","Sodertalje Jr.","207"
"65","Calle Odelius","https://www.nhl.com/player/calle-odelius-8483498","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","2","33","COL-NYI","D","SWE","6' 0""","SWEDEN-JR.","Djurgarden Jr.","188"
"66","Gavin Hayes","https://www.nhl.com/player/gavin-hayes-8483453","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","3","1","MTL-CHI","LW","USA","6' 2""","OHL","Flint","177"
"67","Miko Matikka","https://www.nhl.com/player/miko-matikka-8483671","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","3","2","RW","FIN","6' 3""","187","FINLAND-JR.","Jokerit Jr.",""
"68","Ty Nelson","https://www.nhl.com/player/ty-nelson-8483494","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","3","3","D","CAN","5' 10""","199","OHL","North Bay",""
"69","Devin Kaplan","https://www.nhl.com/player/devin-kaplan-8483461","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","3","4","RW","USA","6' 3""","205","NTDP","USA U-18",""
"70","Alexander Suzdalev","https://www.nhl.com/player/alexander-suzdalev-8483518","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","3","5","NJD-WSH","LW","RUS","6' 2""","SWEDEN-JR.","HV 71 Jr.","177"
"71","Alexander Perevalov","https://www.nhl.com/player/alexander-perevalov-8483501","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","3","6","CHI-CAR","LW","RUS","6' 0""","RUSSIA-JR.","Yaroslavl 2","191"
"72","Oskar Pettersson","https://www.nhl.com/player/oskar-pettersson-8483673","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","3","7","RW","SWE","6' 2""","198","SWEDEN-JR.","Rogle Jr.",""
"73","Aleksanteri Kaskimaki","https://www.nhl.com/player/aleksanteri-kaskimaki-8483463","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","3","8","DET-STL","C","FIN","6' 0""","FINLAND-JR.","HIFK Jr.","196"
"74","Viktor Neuchev","https://www.nhl.com/player/viktor-neuchev-8483496","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","3","9","LW","RUS","6' 2""","165","RUSSIA-JR.","Yekaterinburg 2",""
"75","Vinzenz Rohrer","https://www.nhl.com/player/vinzenz-rohrer-8483507","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","3","10","ANA-MTL","C","AUT","5' 10""","OHL","Ottawa","167"
"76","Michael Fisher","https://www.nhl.com/player/michael-fisher-8483443","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","3","11","D","USA","6' 2""","198","HIGH-MA","St. Mark's School",""
"77","Danil Zhilkin","https://www.nhl.com/player/danil-zhilkin-8483526","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","3","12","CBJ-WPG","C","RUS","6' 1""","OHL","Guelph","196"
