"rt-td","rt-td 2","rt-td href","team-display-link href","team-logo src","team-name","rt-td 3","rt-td 4","rt-td 5","rt-td 6","rt-td 7","rt-td 8","rt-td 9","rt-td 10","rt-td 11"
"165","Hunter McDonald","https://www.nhl.com/player/hunter-mcdonald-8483760","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","6","4","D","USA","6' 4""","205","USHL","Chicago",""
"166","Josh Filmon","https://www.nhl.com/player/josh-filmon-8483439","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","6","5","LW","CAN","6' 2""","157","WHL","Swift Current",""
"167","Nolan Collins","https://www.nhl.com/player/nolan-collins-8483759","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","6","6","CHI-PIT","D","CAN","6' 3""","OHL","Sudbury","194"
"168","Theo Wallberg","https://www.nhl.com/player/theo-wallberg-8483757","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","6","7","D","SWE","6' 3""","187","SWEDEN-JR.","Skelleftea Jr.",""
"169","Jared Wright","https://www.nhl.com/player/jared-wright-8483756","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","6","8","DET-TBL-LAK","RW","USA","6' 1""","USHL","Omaha","178"
"170","Jake Richard","https://www.nhl.com/player/jake-richard-8483755","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","6","9","RW","USA","6' 1""","171","USHL","Muskegon",""
"171","Jakub Vondras","https://www.nhl.com/player/jakub-vondras-8483754","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","6","10","ANA-CAR","G","CZE","6' 3""","CZREP-JR.","Plzen Jr.","180"
"172","Joey Muldowney","https://www.nhl.com/player/joey-muldowney-8483753","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","6","11","RW","USA","5' 11""","155","HIGH-NY","Nichols School",""
"173","Dominic James","https://www.nhl.com/player/dominic-james-8483752","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","6","12","CBJ-CHI","C","USA","5' 9""","NCHC","Minnesota-Duluth","148"
"174","Daylan Kuefler","https://www.nhl.com/player/daylan-kuefler-8483104","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","6","13","LW","CAN","6' 2""","185","WHL","Kamloops",""
"175","Fabian Wagner","https://www.nhl.com/player/fabian-wagner-8483520","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","6","14","C","SWE","5' 11""","180","SWEDEN-JR.","Linkoping Jr.",""
"176","Jackson Dorrington","https://www.nhl.com/player/jackson-dorrington-8483750","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","6","15","D","USA","6' 2""","192","USHL","Des Moines",""
"177","Ben Hemmerling","https://www.nhl.com/player/ben-hemmerling-8483748","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","6","16","RW","CAN","5' 10""","159","WHL","Everett",""
"178","Vyacheslav Buteyets","https://www.nhl.com/player/vyacheslav-buteyets-8483746","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","6","17","NSH-ANA","G","RUS","6' 4""","RUSSIA-2","Chelmet","185"
"179","Matthew Seminoff","https://www.nhl.com/player/matthew-seminoff-8483514","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","6","18","RW","USA","5' 11""","180","WHL","Kamloops",""
"180","Jack Sparkes","https://www.nhl.com/player/jack-sparkes-8483517","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","6","19","D","CAN","6' 8""","233","OJHL","St. Michael's",""
"181","Ryan Hofer","https://www.nhl.com/player/ryan-hofer-8482960","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","6","20","RW","CAN","6' 3""","181","WHL","Everett",""
"182","Luke Devlin","https://www.nhl.com/player/luke-devlin-8483743","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","6","21","C","USA","6' 2""","185","HIGH-ON","St. Andrews College",""
"183","Reid Dyck","https://www.nhl.com/player/reid-dyck-8483742","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg","Boston Bruins","6","22","G","CAN","6' 3""","190","WHL","Swift Current",""
"184","Landon Sim","https://www.nhl.com/player/landon-sim-8483741","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","6","23","RW","CAN","5' 10""","166","OHL","London",""
"185","Servac Petrovsky","https://www.nhl.com/player/servac-petrovsky-8483502","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","6","24","C","SVK","5' 10""","181","OHL","Owen Sound",""
"186","Josh Davies","https://www.nhl.com/player/josh-davies-8483740","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","6","25","TOR-CBJ-FLA","LW","CAN","5' 9""","WHL","Swift Current","197"
"187","Gustav Karlsson","https://www.nhl.com/player/gustav-karlsson-8483739","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","6","26","CGY-FLA-BUF","C","SWE","6' 1""","SWEDEN-JR.","Orebro Jr.","165"
"188","Nils Juntorp","https://www.nhl.com/player/nils-juntorp-8483737","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","6","27","CAR-CHI","RW","SWE","6' 0""","SWEDEN-JR.","HV 71 Jr.","170"
"189","Tyler Muszelik","https://www.nhl.com/player/tyler-muszelik-8483736","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","6","28","G","USA","6' 2""","195","NTDP","USA U-18",""
"190","Nikita Yevseyev","https://www.nhl.com/player/nikita-yevseyev-8483734","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_light.svg","Edmonton Oilers","6","29","D","RUS","6' 1""","187","RUSSIA-2","Bars Kazan",""
"191","Zakary Karpa","https://www.nhl.com/player/zakary-karpa-8483730","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","6","30","C","USA","6' 2""","185","ECAC","Harvard U.",""
"192","Connor Kurth","https://www.nhl.com/player/connor-kurth-8483727","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","6","31","RW","USA","5' 11""","207","USHL","Dubuque",""
"193","Chris Romaine","https://www.nhl.com/player/chris-romaine-8483725","https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections","https://assets.nhle.com/logos/nhl/svg/COL_light.svg","Colorado Avalanche","6","32","D","USA","6' 0""","190","HIGH-MA","Milton Academy",""
"194","Petteri Nurmi","https://www.nhl.com/player/petteri-nurmi-8483724","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","7","1","D","FIN","6' 0""","167","FINLAND","HPK",""
"195","Eli Barnett","https://www.nhl.com/player/eli-barnett-8483722","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","7","2","ARI-SJS","D","CAN","6' 6""","BCHL","Victoria","219"
"196","Kyle Jackson","https://www.nhl.com/player/kyle-jackson-8483013","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","7","3","C","CAN","6' 2""","191","OHL","North Bay",""
"197","Santeri Sulku","https://www.nhl.com/player/santeri-sulku-8483720","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","7","4","LW","FIN","6' 2""","185","FINLAND-JR.","Jokerit Jr.",""
"198","Artem Barabosha","https://www.nhl.com/player/artem-barabosha-8483721","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","7","5","D","RUS","6' 2""","189","RUSSIA-JR.","CSKA 2",""
"199","Riku Tohila","https://www.nhl.com/player/riku-tohila-8483719","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","7","6","C","FIN","6' 5""","167","FINLAND-JR.","JYP Jr.",""
"200","Jackson Edward","https://www.nhl.com/player/jackson-edward-8483438","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg","Boston Bruins","7","7","OTT-BOS","D","CAN","6' 2""","OHL","London","194"
"201","Owen Mehlenbacher","https://www.nhl.com/player/owen-mehlenbacher-8483717","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","7","8","C","CAN","6' 2""","189","USHL","Muskegon",""
"202","Joel Ratkovic Berndtsson","https://www.nhl.com/player/joel-ratkovic-berndtsson-8483716","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","7","9","RW","SWE","6' 0""","178","SWEDEN-JR.","Frolunda Jr.",""
"203","James Fisher","https://www.nhl.com/player/james-fisher-8483715","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","7","10","ANA-CBJ","RW","USA","6' 2""","HIGH-MA","Belmont Hill H.S.","170"
"204","Adam Zlnka","https://www.nhl.com/player/adam-zlnka-8483714","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","7","11","SJS-OTT-SJS-ARI","RW","SVK","6' 0""","USHL","Sioux Falls","173"
"205","Alexander Pelevin","https://www.nhl.com/player/alexander-pelevin-8483713","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","7","12","CBJ-CAR","D","RUS","6' 1""","RUSSIA-JR.","Nizhny Novgorod 2","183"
"206","Tyson Dyck","https://www.nhl.com/player/tyson-dyck-8483718","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","7","13","NYI-OTT","C","CAN","5' 11""","BCHL","Cranbrook","166"
"207","Domenic DiVincentiis","https://www.nhl.com/player/domenic-divincentiis-8483711","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","7","14","G","CAN","6' 2""","184","OHL","North Bay",""
"208","Kirill Kudryavtsev","https://www.nhl.com/player/kirill-kudryavtsev-8483467","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","7","15","D","RUS","6' 0""","200","OHL","Sault Ste. Marie",""
"209","Abram Wiebe","https://www.nhl.com/player/abram-wiebe-8483709","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","7","16","D","CAN","6' 2""","187","BCHL","Chilliwack",""
"210","Ben Strinden","https://www.nhl.com/player/ben-strinden-8483707","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","7","17","C","USA","6' 0""","193","USHL","Muskegon",""
"211","Linus Sjodin","https://www.nhl.com/player/linus-sjodin-8483706","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","7","18","DAL-BUF","C","SWE","6' 0""","SWEDEN","Rogle","167"
"212","Brennan Ali","https://www.nhl.com/player/brennan-ali-8483421","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","7","19","LAK-DET","C","USA","6' 0""","HIGH-CT","Avon Old Farms H.S.","196"
"213","David Gucciardi","https://www.nhl.com/player/david-gucciardi-8482683","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","7","20","D","CAN","6' 1""","185","BIG10","Michigan State U.",""
"214","Liam Arnsby","https://www.nhl.com/player/liam-arnsby-8483422","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","7","21","PIT-FLA","C","CAN","5' 10""","OHL","North Bay","170"
"215","Kaleb Lawrence","https://www.nhl.com/player/kaleb-lawrence-8483052","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","7","22","BOS-LAK","RW","CAN","6' 6""","OHL","Owen Sound","225"
"216","Miguel Tourigny","https://www.nhl.com/player/miguel-tourigny-8483092","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","7","23","STL-PHI-ARI-MTL","D","CAN","5' 8""","QMJHL","Acadie-Bathurst","168"
"217","Reese Laubach","https://www.nhl.com/player/reese-laubach-8483702","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","7","24","MIN-SJS","C","USA","5' 11""","HIGH-MN","Northstar Christian U18","167"
"218","Brandon Lisowsky","https://www.nhl.com/player/brandon-lisowsky-8483700","https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections","https://assets.nhle.com/logos/nhl/svg/TOR_light.svg","Toronto Maple Leafs","7","25","LW","CAN","5' 8""","171","WHL","Saskatoon",""
"219","Cade Littler","https://www.nhl.com/player/cade-littler-8483698","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","7","26","C","USA","6' 3""","197","BCHL","Wenatchee",""
"220","Alexis Gendron","https://www.nhl.com/player/alexis-gendron-8483697","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg","Philadelphia Flyers","7","27","CAR-PHI","RW","CHE","5' 9""","QMJHL","Blainville-Boisbriand","175"
"221","Jack Devine","https://www.nhl.com/player/jack-devine-8483433","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","7","28","RW","USA","5' 11""","177","NCHC","Denver",""
"222","Joel Maatta","https://www.nhl.com/player/joel-maatta-8483693","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_light.svg","Edmonton Oilers","7","29","C","FIN","6' 1""","200","H-EAST","Vermont",""
"223","Dyllan Gill","https://www.nhl.com/player/dyllan-gill-8483692","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","7","30","NYR-TBL","D","CAN","6' 2""","QMJHL","Rouyn-Noranda","179"
"224","Klavs Veinbergs","https://www.nhl.com/player/klavs-veinbergs-8483691","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","7","31","LW","LVA","6' 3""","198","RUSSIA-JR.","Riga 2",""
"225","Ivan Zhyhalau","https://www.nhl.com/player/ivan-zhyhalau-8482990","https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections","https://assets.nhle.com/logos/nhl/svg/COL_light.svg","Colorado Avalanche","7","32","G","BLR","6' 3""","167","QMJHL","Sherbrooke",""
